Região Geográfica,UF,Regional de Saúde,Município,Código IBGE,Tipo da Instituição,Sigla da Instituição,Nome da Instiuição,Nome do escritório regional/local,CNPJ do escritório regional/local,Tipo da Forma de Abastecimento,Código Forma de abastecimento,Nome da Forma de Abastecimento,Nome da ETA/UTA,Ano de referência,Tipo de captação,Categoria do manancial superficial,Nome do manancial superficial,Categoria do ponto de captação subterrâneo,Nome do ponto de captação subterrâneo,Outorga,Latitude,Longitude,Vazão,Latitude_corrigida,Longitude_corrigida
SUL,RS,11ª CRS,FLORIANO PEIXOTO,430825,Local,,PREFEITURA MUNICIPAL,,,SAC,C430825000020,COMUNIDADE DE SÃO MIGUEL,,2024,SUBTERRANEO,,,POÇO ARTESIANO,são Miguel,S,"-27,83225","-52,1057777",0.04,-27.83225,-52.1057777
SUL,RS,16ª CRS,IMIGRANTE,431036,Local,,INTEGRA AMBIENTAL,,,SAC,C431036000005,ASSOCIACAO DA AGUA DE LINHA MICHELS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,3334722","-51,7591945",0.08,-29.3334722,-51.7591945
SUL,RS,16ª CRS,IMIGRANTE,431036,Local,,INTEGRA AMBIENTAL,,,SAC,C431036000007,ASSOCIACAO DA AGUA DE LINHA BOA VISTA 37,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,3541945","-51,7382222",0.03,-29.3541945,-51.7382222
SUL,RS,11ª CRS,FLORIANO PEIXOTO,430825,Local,,PREFEITURA MUNICIPAL,,,SAC,C430825000015,COMUNIDADE DE BOA ESPERANÇA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Boa Esperança,N,"-27,8501416","-51,9998333",0.0,-27.8501416,-51.9998333
SUL,RS,12ª CRS,ENTRE-IJUIS,430693,Local,,PREFEITURA MUNICIPAL DE ENTRE IJUIS,,,SAC,C430693000061,RESSACA DO FAXINAL MOTEL VISON,,2024,SUBTERRANEO,,,POÇO ARTESIANO,RESSACA DO FAXINAL MOTEL VISON,N,"-28,36988","-54,24017",2.0,-28.36988,-54.24017
SUL,RS,16ª CRS,MUCUM,431260,Local,,RODRIGO RUFATTO E CIA LTDA ME,,,SAC,C431260000009,POCO SAO LUIZ,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,1575555","-51,5016666",2.5,-29.1575555,-51.5016666
SUL,RS,1ª CRS,NOVA SANTA RITA,431337,Local,,PREFEITURA MUNICIPAL DE NOVA SANTA RITA,,,SAC,C431337000005,EMEF SANTA RITA DE CASSIA,,2024,SUBTERRANEO,,,DESCONHECIDO/NÃO INFORMADO,Ponto 1,N,"-29,8629275","-51,2883079",0.0,-29.8629275,-51.2883079
SUL,RS,11ª CRS,FLORIANO PEIXOTO,430825,Local,,PREFEITURA MUNICIPAL,,,SAC,C430825000001,LINHA VANINI ALTO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Linha Vanini Alto,S,"-27,8754722","-52,1081666",3.33,-27.8754722,-52.1081666
SUL,RS,15ª CRS,PALMEIRA DAS MISSOES,431370,Local,,PREFEITURA MUNICIPAL DE PALMEIRA DAS MISSOES,,,SAC,C431370000014,SANTA ROSA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,5148","-53,1354",3.3,-27.5148,-53.1354
SUL,RS,6ª CRS,SANTO EXPEDITO DO SUL,431795,Local,,PREFEITURA MUNICIPAL,,,SAC,C431795000015,CARAVAGIO 01,,2024,SUBTERRANEO,,,NASCENTE/MINA/FONTE,CARAVAGIO 01,N,"-27,9013818","-51,6860556",1.3,-27.9013818,-51.6860556
SUL,RS,1ª CRS,SAO FRANCISCO DE PAULA,431820,Local,,MATRIA PARQUE LTDA,,,SAC,C431820000002,MATRIA PARQUE LTDA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,3999","-50,6431",0.83,-29.3999,-50.6431
SUL,RS,13ª CRS,VENANCIO AIRES,432260,Local,,SCHONS E CIA LTDA,,,SAC,C432260000008,AASOC HIDRICA SANTA CECILIA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,POÇO ART.CECL 06/1,N,"-29,31412","-52,13225",100.0,-29.31412,-52.13225
SUL,RS,7ª CRS,BAGE,430160,Local,,INSTITUTO DE DESENVOLVIMENTO DO ALTO URUGUAI IDEAU,,,SAC,C430160000010,SAC FACULDADE IDEAU,,2024,SUBTERRANEO,,,POÇO ARTESIANO,POÇO IDEAU,N,"-31,3711","-54,1044",2.7,-31.3711,-54.1044
SUL,RS,14ª CRS,INDEPENDENCIA,431040,Local,,PREFEITURA MUNICIPAL DE INDEPENDENCIA,,,SAC,C431040000016,SAC - MINERVA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,816828","-54,148323",2.0,-27.816828,-54.148323
SUL,RS,14ª CRS,INDEPENDENCIA,431040,Local,,PREFEITURA MUNICIPAL DE INDEPENDENCIA,,,SAC,C431040000021,SAC - SÃO FRANCISCO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,900377","-54,249655",1.0,-27.900377,-54.249655
SUL,RS,14ª CRS,INDEPENDENCIA,431040,Local,,PREFEITURA MUNICIPAL DE INDEPENDENCIA,,,SAC,C431040000008,SAC - ESQUINA MOTTA/CONQUISTADORA/PONTE BAIXA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,871516","-54,278745",1.0,-27.871516,-54.278745
SUL,RS,14ª CRS,INDEPENDENCIA,431040,Local,,PREFEITURA MUNICIPAL DE INDEPENDENCIA,,,SAC,C431040000007,SAC - ESQUINA BUDEL,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,837754","-54,169024",4.0,-27.837754,-54.169024
SUL,RS,5ª CRS,CAXIAS DO SUL,430510,Local,,ALL QUIMICA ENGENHARIA EIRELLI,,,SAC,C430510000022,ROMEU ANTONIO SUSIN CONDOMINIO PARADISO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,1065","-51,2335",1.92,-29.1065,-51.2335
SUL,RS,15ª CRS,RONDA ALTA,431610,Local,,PREFEITURA MUNICIPAL DE RONDA ALTA,,,SAC,C431610000015,LINHA MACALLI 1 SAC 18,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,544","-52,44107",2.0,-27.544,-52.44107
SUL,RS,15ª CRS,PALMEIRA DAS MISSOES,431370,Local,,PREFEITURA MUNICIPAL DE PALMEIRA DAS MISSOES,,,SAC,C431370000002,BOM RETIRO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,0403","-53,2304",3.0,-28.0403,-53.2304
SUL,RS,3ª CRS,RIO GRANDE,431560,Local,,CAMIL ALIMENTOS SA INDUSTRIA BENEFICIADORA DE GRAOS E CEREAIS,,,SAC,C431560000005,CAMIL ALIMENTOS SA,,2024,SUBTERRANEO,,,POÇO FREÁTICO (RASO),Ponto 1,S,"-31,5585","-52,16683",2.78,-31.5585,-52.16683
SUL,RS,3ª CRS,RIO GRANDE,431560,Local,,CAMIL ALIMENTOS SA INDUSTRIA BENEFICIADORA DE GRAOS E CEREAIS,,,SAC,C431560000005,CAMIL ALIMENTOS SA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 2,S,"-31,930833","-52,308333",4.36,-31.930833,-52.308333
SUL,RS,3ª CRS,RIO GRANDE,431560,Local,,CAMIL ALIMENTOS SA INDUSTRIA BENEFICIADORA DE GRAOS E CEREAIS,,,SAC,C431560000005,CAMIL ALIMENTOS SA,,2024,SUBTERRANEO,,,POÇO FREÁTICO (RASO),Ponto 3,S,"-31,931111","-52,311667",1.66,-31.931111,-52.311667
SUL,RS,3ª CRS,RIO GRANDE,431560,Local,,CAMIL ALIMENTOS SA INDUSTRIA BENEFICIADORA DE GRAOS E CEREAIS,,,SAC,C431560000005,CAMIL ALIMENTOS SA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 4,S,"-31,9296","-52,3106",9.55,-31.9296,-52.3106
SUL,RS,5ª CRS,GARIBALDI,430860,Local,,MOET HENNESSY DO BRASIL,,,SAC,C430860000044,MOET HENNESSY DO BRASIL,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Poço Moet Hennessy do Brasil,S,"-29,2306333","-51,5146833",0.0,-29.2306333,-51.5146833
SUL,RS,6ª CRS,DAVID CANABARRO,430630,Local,,SECRETARIA MUNICIPAL DE SAUDE,,,SAC,C430630000029,LINHA FERRAZ POCO 2,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 2,N,"-28,4054","-51,7229",2.0,-28.4054,-51.7229
SUL,RS,16ª CRS,SERIO,432045,Local,,ASSOCIAO HIDRICA DE PAREDAO,,,SAC,C432045000006,ASSOCIACAO HIDRICA DE PAREDAO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,3805277","-52,2266672",1.0,-29.3805277,-52.2266672
SUL,RS,1ª CRS,DOIS IRMAOS,430640,Local,,HERVAL INDUSTRIA DE MOVEIS COLCHOES E ESPUMAS LTDA,,,SAC,C430640000002,HERVAL INDUSTRIA DE MOVEIS COLCHOES E ESPUMAS LTDA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,5854","-51,1119",4.35,-29.5854,-51.1119
SUL,RS,11ª CRS,FLORIANO PEIXOTO,430825,Local,,PREFEITURA MUNICIPAL,,,SAC,C430825000004,LINHA GIARETTA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Linha Giaretta,S,"-27,8906111","-52,1029444",2.22,-27.8906111,-52.1029444
SUL,RS,9ª CRS,SELBACH,432030,Local,,PREFEITURA MUNICIPAL DE SELBACH,,,SAC,C432030000026,POÇO COMUNITÁRIO VILA FLORESTA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,VILA FLORESTA,N,"-28,41132","-52,58021",0.0,-28.41132,-52.58021
SUL,RS,9ª CRS,SELBACH,432030,Local,,PREFEITURA MUNICIPAL DE SELBACH,,,SAC,C432030000039,POÇO COMUNITÁRIO BELA VISTA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,POÇO COMUNITÁRIO,N,"-28,44491","-52,59254",0.0,-28.44491,-52.59254
SUL,RS,15ª CRS,PALMEIRA DAS MISSOES,431370,Local,,PREFEITURA MUNICIPAL DE PALMEIRA DAS MISSOES,,,SAC,C431370000008,ESQUINA SCHERER,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,9876","-53,4213",2.7,-27.9876,-53.4213
SUL,RS,5ª CRS,GARIBALDI,430860,Local,,SEARA ALIMENTOS JBS RACOES,,,SAC,C430860000040,SEARA ALIMENTOS JBS RACOES,,2024,SUBTERRANEO,,,POÇO ARTESIANO,JBS RAÇOES,S,"-29,246333","-51,5130833",0.0,-29.246333,-51.5130833
SUL,RS,5ª CRS,GARIBALDI,430860,Local,,BORTOLINI INDUSTRIA DE MOVEIS LTDA,,,SAC,C430860000037,BORTOLINI INDUSTRIA DE MOVEIS LTDA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,BORTOLINI MOVEIS,N,"-29,1656","-51,3303",0.0,-29.1656,-51.3303
SUL,RS,5ª CRS,FARROUPILHA,430790,Local,,RIAVEREE ASSESSORIA QUIMICA E AMBIENTAL LTDA,,,SAC,C430790000092,PANASER,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,209625","-51,393691",1.66,-29.209625,-51.393691
SUL,RS,13ª CRS,VERA CRUZ,432270,Local,,PREFEITURA MUNICIPAL DE VERA CRUZ,,,SAC,C432270000009,FONTE SAO JACO,,2024,SUBTERRANEO,,,NASCENTE/MINA/FONTE,PONTO 1,N,"-29,59735","-52,6123",2.22,-29.59735,-52.6123
SUL,RS,5ª CRS,ANTONIO PRADO,430080,Local,,VIPRADO INDUSTRIA E COMERCIO DE VIDROS LTDA,,,SAC,C430080000056,VIPRADO INDUSTRIA E COMERCIO DE VIDROS LTDA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Viprado,S,"-28,8657","-51,2334",1.8,-28.8657,-51.2334
SUL,RS,14ª CRS,SANTA ROSA,431720,Local,,PREF MUN SANTA ROSA,,,SAC,C431720000019,ASSOCIACAO DE MORADORES DA PONTE DO SANTO CRISTO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,84411","-54,55785",0.0,-27.84411,-54.55785
SUL,RS,17ª CRS,CONDOR,430570,Local,,PREFEITURA MUNICIPAL DE CONDOR,,,SAC,C430570000016,SOLUCAO ALTERNATIVA COLETIVA CAPAO DA CHAVE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,145555","-53,448972",2.5,-28.145555,-53.448972
SUL,RS,16ª CRS,SERIO,432045,Local,,ASSOCIACAO PRO DESENVOLVIMENTO COMUNITARIO DE ARAGUARI,,,SAC,C432045000002,ASSOCIACAO PRO DESENVOLVIMENTO ARAGUARI,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,3609444","-52,2056944",1.0,-29.3609444,-52.2056944
SUL,RS,17ª CRS,AUGUSTO PESTANA,430150,Local,,ASSOCIACAO PROTETORA DO HOSPITAL SAO FRANCISCO,,,SAC,C430150000062,ASSOCIACAO PROTETORA HOSPITAL SAO FRANCISCO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,HSF,S,"-28,5125","-53,9902",0.0,-28.5125,-53.9902
SUL,RS,5ª CRS,GARIBALDI,430860,Local,,TIBRE INDUSTRIA METALURGICA LTDA,,,SAC,C430860000039,TIBRE INDUSTRIA METALURGICA LTDA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,TIBRE,N,"-29,2377833","-51,5124667",0.0,-29.2377833,-51.5124667
SUL,RS,14ª CRS,TRES DE MAIO,432180,Local,,PREFEITURA MUNICIPAL DE TRES DE MAIO,,,SAC,C432180000017,SAC ESQUINA UNIAO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,63197","-54,1665",10.0,-27.63197,-54.1665
SUL,RS,12ª CRS,CAIBATE,430330,Local,,PREFEITURA MUNICIPAL DE CAIBATE,,,SAC,C430330000006,SAC VISTA ALEGRE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,31246","-54,74708",4.01,-28.31246,-54.74708
SUL,RS,17ª CRS,AJURICABA,430020,Local,,PREFEITURA MUNICIPAL DE AJURICABA,,,SAC,C430020000017,LINHA 19 NORTE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,222205","-53,771508",0.0,-28.222205,-53.771508
SUL,RS,16ª CRS,COQUEIRO BAIXO,430583,Local,,PREFEITURA MUNICIPAL DE COQUEIRO BAIXO,,,SAC,C430583000005,ASSOCIACAO DE MORADORES LINHA CORDILHEIRA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,1662","-52,1047",4.0,-29.1662,-52.1047
SUL,RS,16ª CRS,COQUEIRO BAIXO,430583,Local,,PREFEITURA MUNICIPAL DE COQUEIRO BAIXO,,,SAC,C430583000010,ASSOCIACAO DE MORADORES LINHA PILAO ALTO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,1036","-52,1539",1.52,-29.1036,-52.1539
SUL,RS,16ª CRS,COQUEIRO BAIXO,430583,Local,,PREFEITURA MUNICIPAL DE COQUEIRO BAIXO,,,SAC,C430583000006,ASSOCIACAO DE MORADORES LINHA GARIBALDI,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,2211","-52,1092",0.27,-29.2211,-52.1092
SUL,RS,7ª CRS,BAGE,430160,Local,,SANTA CASA DE CARIDADE DE BAGE,,,SAC,C430160000001,SAC SANTA CASA DE CARIDADE DE BAGE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Poco Santa Casa,S,"-31,19328","-54,112722",0.66,-31.19328,-54.112722
SUL,RS,14ª CRS,TRES DE MAIO,432180,Local,,PREFEITURA MUNICIPAL DE TRES DE MAIO,,,SAC,C432180000004,SAC BOM CONSELHO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,79336","-54,36861",20.0,-27.79336,-54.36861
SUL,RS,12ª CRS,GUARANI DAS MISSOES,430950,Local,,PREFEITURA MUNICIPAL GUARANI DAS MISSOES,,,SAC,C430950000022,LINHA DO RIO NORTE ESCOLA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,0933997","-54,5992097",0.0,-28.0933997,-54.5992097
SUL,RS,14ª CRS,TRES DE MAIO,432180,Local,,PREFEITURA MUNICIPAL DE TRES DE MAIO,,,SAC,C432180000032,SAC NOVA BRASILIA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,81619","-54,3098",10.0,-27.81619,-54.3098
SUL,RS,16ª CRS,DOUTOR RICARDO,430675,Local,,PREFEITURA MUNICIPAL,,,SAC,C430675000017,LINHA GUABIROBA CASA DIEGO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,13603","-51,94526",2.0,-29.13603,-51.94526
SUL,RS,11ª CRS,RIO DOS INDIOS,431555,Local,,PREFEITURA MUNICIPAL,,,SAC,C431555000006,LINHA SBARAIM,,2024,SUBTERRANEO,,,NASCENTE/MINA/FONTE,Ponto 1,N,"-27,248752","-52,90175",0.0,-27.248752,-52.90175
SUL,RS,17ª CRS,AJURICABA,430020,Local,,PREFEITURA MUNICIPAL DE AJURICABA,,,SAC,C430020000015,LINHA SECA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,1570146","-53,6801839",0.0,-28.1570146,-53.6801839
SUL,RS,17ª CRS,AJURICABA,430020,Local,,PREFEITURA MUNICIPAL DE AJURICABA,,,SAC,C430020000003,LINHA 17 COLATTO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,2232194","-53,7903161",0.0,-28.2232194,-53.7903161
SUL,RS,17ª CRS,AJURICABA,430020,Local,,PREFEITURA MUNICIPAL DE AJURICABA,,,SAC,C430020000011,LINHA 27 DREWS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,2421702","-53,6898636",0.0,-28.2421702,-53.6898636
SUL,RS,17ª CRS,AJURICABA,430020,Local,,PREFEITURA MUNICIPAL DE AJURICABA,,,SAC,C430020000049,LINHA 17 NOSTER,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Arlindo Noster,N,"-28,2508613","-53,7959183",2.77,-28.2508613,-53.7959183
SUL,RS,1ª CRS,GRAVATAI,430920,Local,,SOCIEDADE DE ONIBUS GIGANTE LTDA,,,SAC,C430920000002,SOGIL SOCIEDADE DE ONIBUS GIGANTE LTDA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,FORMAÇÃO IRATI 2,S,"-29,937222","-50,7725",45.0,-29.937222,-50.7725
SUL,RS,1ª CRS,GRAVATAI,430920,Local,,SOCIEDADE DE ONIBUS GIGANTE LTDA,,,SAC,C430920000002,SOGIL SOCIEDADE DE ONIBUS GIGANTE LTDA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,FORMAÇÃO IRATI 1,S,"-29,937222","-50,7725",40.0,-29.937222,-50.7725
SUL,RS,12ª CRS,SANTO ANGELO,431750,Local,,PREFEITURA MUNICIPAL DE SANTO ANGELO,,,SAC,C431750000068,OLHOS DAGUA SANTA RITA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,09721","-54,10489",4.17,-28.09721,-54.10489
SUL,RS,12ª CRS,SANTO ANGELO,431750,Local,,PREFEITURA MUNICIPAL DE SANTO ANGELO,,,SAC,C431750000008,BURITI SEDE 05,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,18402","-54,235755",5.5,-28.18402,-54.235755
SUL,RS,16ª CRS,COLINAS,430558,Local,,SOCIEDADE DE AGUA LINHA ANO BOM ALTO,,,SAC,C430558000007,SOCIEDADE DE AGUA LINHA ANO BOM ALTO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,395556","-51,815278",0.0,-29.395556,-51.815278
SUL,RS,12ª CRS,GUARANI DAS MISSOES,430950,Local,,PREFEITURA MUNICIPAL GUARANI DAS MISSOES,,,SAC,C430950000016,LINHA BOM ASILO NORTE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,2205555","-54,71777",0.0,-28.2205555,-54.71777
SUL,RS,14ª CRS,TRES DE MAIO,432180,Local,,PREFEITURA MUNICIPAL DE TRES DE MAIO,,,SAC,C432180000031,SAC NOSSA SENHORA DO CARMO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,76873","-54,34086",7.0,-27.76873,-54.34086
SUL,RS,12ª CRS,GUARANI DAS MISSOES,430950,Local,,PREFEITURA MUNICIPAL GUARANI DAS MISSOES,,,SAC,C430950000041,LINHA HARMONIA NORTE BR392,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 2,N,"-28,133368","-54,69208",0.0,-28.133368,-54.69208
SUL,RS,12ª CRS,CAIBATE,430330,Local,,PREFEITURA MUNICIPAL DE CAIBATE,,,SAC,C430330000023,SAC RINCAO DO PESQUEIRO 2,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,31456","-54,57767",2.01,-28.31456,-54.57767
SUL,RS,12ª CRS,CAIBATE,430330,Local,,PREFEITURA MUNICIPAL DE CAIBATE,,,SAC,C430330000017,SAC RINCAO DO PESQUEIRO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,33464","-54,5959",3.01,-28.33464,-54.5959
SUL,RS,12ª CRS,CAIBATE,430330,Local,,PREFEITURA MUNICIPAL DE CAIBATE,,,SAC,C430330000001,SAC SERRINHA DO URUBUCARU,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,361195","-54,58368",3.01,-28.361195,-54.58368
SUL,RS,5ª CRS,VACARIA,432250,Local,,RASIP FAZENDA SAO PAULINO,,,SAC,C432250000012,RASIP FAZ GUABIJU,,2024,SUBTERRANEO,,,POÇO ARTESIANO,POÇO FAZ. GUABIJÚ,S,"-28,81","-50,0",0.0,-28.81,-50.0
SUL,RS,14ª CRS,TRES DE MAIO,432180,Local,,PREFEITURA MUNICIPAL DE TRES DE MAIO,,,SAC,C432180000022,SAC LAGEADO CACHOEIRA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,75972","-54,21623",12.0,-27.75972,-54.21623
SUL,RS,4ª CRS,NOVA PALMA,431310,Local,,PREFEITURA MUNICIPAL DE NOVA PALMA,,,SAC,C431310000016,PINHALZINHO,,2024,SUBTERRANEO,,,NASCENTE/MINA/FONTE,Ponto 1,N,"-29,469166","-53,373611",0.1,-29.469166,-53.373611
SUL,RS,4ª CRS,NOVA PALMA,431310,Local,,PREFEITURA MUNICIPAL DE NOVA PALMA,,,SAC,C431310000010,LINHA DOS COCCOS 01,,2024,SUBTERRANEO,,,NASCENTE/MINA/FONTE,FONTE L DOS COCCOS 1,N,"-29,421627","-53,413058",0.1,-29.421627,-53.413058
SUL,RS,2ª CRS,TRES PASSOS,432190,Local,,SOCIEDADE DA AGUA FEICAP,,,SAC,C432190000001,SOCIEDADE DA AGUA FEICAP,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,448297","-53,946586",50.0,-27.448297,-53.946586
SUL,RS,12ª CRS,GUARANI DAS MISSOES,430950,Local,,PREFEITURA MUNICIPAL GUARANI DAS MISSOES,,,SAC,C430950000033,LINHA TIMBO CENTRO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,230279","-54,5239069",0.0,-28.230279,-54.5239069
SUL,RS,5ª CRS,CAXIAS DO SUL,430510,Local,,TECBRIL INDUSTRIA E COMERCIO DE TINTAS LTDA,,,SAC,C430510000007,POCO TECBBRIL,,2024,SUBTERRANEO,,,POÇO ARTESIANO,1-POCO TECBRIL,S,"-29,2317","-51,2528",0.78,-29.2317,-51.2528
SUL,RS,16ª CRS,ENCANTADO,430680,Local,,SOCIEDADE DE AGUA LINHA CHIQUINHA,,,SAC,C430680000090,SOCIEDADE DE AGUA LINHA CHIQUINHA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,114602","-51,540724",0.0,-29.114602,-51.540724
SUL,RS,4ª CRS,SANTIAGO,431740,Local,,MUNICIPIO DE SANTIAGO,,,SAC,C431740000016,PASSO DO ROSÁRIO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,20697","-54,64003",1.24,-29.20697,-54.64003
SUL,RS,13ª CRS,VERA CRUZ,432270,Local,,PREFEITURA MUNICIPAL DE VERA CRUZ,,,SAC,C432270000005,FONTE HELFER,,2024,SUBTERRANEO,,,POÇO ARTESIANO,FONTE HELFER,N,"-29,6393","-52,5661",0.84,-29.6393,-52.5661
SUL,RS,13ª CRS,MATO LEITAO,431215,Local,,KROTH QUIMICA,,,SAC,C431215000006,ASSOCIACAO HIDRICA SAO JOSE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,ARROIO BONITO SILOS,N,"-29,30435","-52,09198",55.55,-29.30435,-52.09198
SUL,RS,13ª CRS,MATO LEITAO,431215,Local,,KROTH QUIMICA,,,SAC,C431215000006,ASSOCIACAO HIDRICA SAO JOSE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,LINHA ARROIO BONITO,N,"-29,30238","-52,10304",55.55,-29.30238,-52.10304
SUL,RS,11ª CRS,ITATIBA DO SUL,431070,Local,,PREFEITURA MUNICIPAL,,,SAC,C431070000005,LINHA PITANGUINHA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-27,2728","-52,45605",0.03,-27.2728,-52.45605
SUL,RS,12ª CRS,ROQUE GONZALES,431630,Local,,PREFEITURA MUNICIPAL DE ROQUE GONZALES,,,SAC,C431630000033,COLONIA LARANJEIRA ESCOLA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,P.Col.Laranj. Escola,N,"-28,19","-55,21",0.0,-28.19,-55.21
SUL,RS,12ª CRS,ROQUE GONZALES,431630,Local,,PREFEITURA MUNICIPAL DE ROQUE GONZALES,,,SAC,C431630000015,PORTÃO FRENTE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,P. Portão Frente,N,"-28,13","-54,98",0.0,-28.13,-54.98
SUL,RS,14ª CRS,PORTO VERA CRUZ,431507,Local,,PREF MUN PORTO VERA CRUZ,,,SAC,C431507000008,SAC LINHA SANTO INACIO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,7260065","-54,8666509",0.0,-27.7260065,-54.8666509
SUL,RS,16ª CRS,MUCUM,431260,Local,,RODRIGO RUFATTO E CIA LTDA ME,,,SAC,C431260000008,POCO SANTA LUCIA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,143","-51,8577777",2.0,-29.143,-51.8577777
SUL,RS,16ª CRS,MUCUM,431260,Local,,RODRIGO RUFATTO E CIA LTDA ME,,,SAC,C431260000010,POCO CIDADE ALTA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,1635555","-51,1632222",2.5,-29.1635555,-51.1632222
